TABLE NO.  2
 ETA1        ETA2        ETA3        ETA4        ETA5
  0.0000E+00  3.0742E-01  1.4702E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0742E-01  1.4702E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0742E-01  1.4702E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0742E-01  1.4702E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.0742E-01  1.4702E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.1192E-01 -5.0586E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1192E-01 -5.0586E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1192E-01 -5.0586E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1192E-01 -5.0586E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1192E-01 -5.0586E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1192E-01 -5.0586E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1192E-01 -5.0586E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0619E-01  4.2718E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0619E-01  4.2718E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0619E-01  4.2718E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0619E-01  4.2718E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0619E-01  4.2718E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0619E-01  4.2718E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3303E-01  2.5548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3303E-01  2.5548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3303E-01  2.5548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3303E-01  2.5548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3303E-01  2.5548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3303E-01  2.5548E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6293E-01 -1.3284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6293E-01 -1.3284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6293E-01 -1.3284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6293E-01 -1.3284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6293E-01 -1.3284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6293E-01 -1.3284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6293E-01 -1.3284E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8602E-01 -3.9689E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8602E-01 -3.9689E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8602E-01 -3.9689E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8602E-01 -3.9689E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8602E-01 -3.9689E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8602E-01 -3.9689E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.3107E-01 -1.4786E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.3107E-01 -1.4786E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.3107E-01 -1.4786E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.3107E-01 -1.4786E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.3107E-01 -1.4786E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6894E-02  7.4609E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6894E-02  7.4609E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6894E-02  7.4609E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6894E-02  7.4609E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6894E-02  7.4609E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.6894E-02  7.4609E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3330E-01  6.0874E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3330E-01  6.0874E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3330E-01  6.0874E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3330E-01  6.0874E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3330E-01  6.0874E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8778E-01  1.2033E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8778E-01  1.2033E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8778E-01  1.2033E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8778E-01  1.2033E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8778E-01  1.2033E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.8778E-01  1.2033E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8018E-01  5.6972E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8018E-01  5.6972E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8018E-01  5.6972E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8018E-01  5.6972E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8018E-01  5.6972E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8018E-01  5.6972E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2210E-01  2.8828E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2210E-01  2.8828E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2210E-01  2.8828E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2210E-01  2.8828E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2210E-01  2.8828E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2210E-01  2.8828E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.9872E-01  1.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  6.9872E-01  1.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  6.9872E-01  1.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  6.9872E-01  1.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  6.9872E-01  1.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00  6.9872E-01  1.3592E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4169E-02  1.4262E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4169E-02  1.4262E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4169E-02  1.4262E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4169E-02  1.4262E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4169E-02  1.4262E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4169E-02  1.4262E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4169E-02  1.4262E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4169E-02  1.4262E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4169E-02  1.4262E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3788E-01  1.0917E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3788E-01  1.0917E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3788E-01  1.0917E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3788E-01  1.0917E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3788E-01  1.0917E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3788E-01  1.0917E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3788E-01  1.0917E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3788E-01  1.0917E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.3788E-01  1.0917E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1901E-01  3.9975E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1901E-01  3.9975E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1901E-01  3.9975E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1901E-01  3.9975E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1901E-01  3.9975E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1901E-01  3.9975E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1901E-01  3.9975E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1901E-01  3.9975E-03  0.0000E+00  0.0000E+00
  0.0000E+00  1.1901E-01  3.9975E-03  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3032E-02  2.7531E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3032E-02  2.7531E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3032E-02  2.7531E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3032E-02  2.7531E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3032E-02  2.7531E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3032E-02  2.7531E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3032E-02  2.7531E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3032E-02  2.7531E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3032E-02  2.7531E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1510E-01 -2.8413E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1510E-01 -2.8413E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1510E-01 -2.8413E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1510E-01 -2.8413E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1510E-01 -2.8413E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1510E-01 -2.8413E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1510E-01 -2.8413E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1510E-01 -2.8413E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1510E-01 -2.8413E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1510E-01 -2.8413E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8978E-01  2.3462E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8978E-01  2.3462E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8978E-01  2.3462E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8978E-01  2.3462E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8978E-01  2.3462E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8978E-01  2.3462E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8978E-01  2.3462E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8978E-01  2.3462E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.1564E-01 -1.3253E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.1564E-01 -1.3253E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.1564E-01 -1.3253E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.1564E-01 -1.3253E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.1564E-01 -1.3253E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.1564E-01 -1.3253E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.1564E-01 -1.3253E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.1564E-01 -1.3253E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.1564E-01 -1.3253E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.1564E-01 -1.3253E+00  0.0000E+00  0.0000E+00
  0.0000E+00  1.3654E-01 -2.7864E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.3654E-01 -2.7864E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.3654E-01 -2.7864E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.3654E-01 -2.7864E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.3654E-01 -2.7864E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.3654E-01 -2.7864E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.3654E-01 -2.7864E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.3654E-01 -2.7864E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.3654E-01 -2.7864E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9058E-01 -1.5534E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9058E-01 -1.5534E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9058E-01 -1.5534E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9058E-01 -1.5534E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9058E-01 -1.5534E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9058E-01 -1.5534E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9058E-01 -1.5534E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9058E-01 -1.5534E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9058E-01 -1.5534E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.1168E-02  1.3851E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.1168E-02  1.3851E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.1168E-02  1.3851E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.1168E-02  1.3851E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.1168E-02  1.3851E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.1168E-02  1.3851E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.1168E-02  1.3851E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.1168E-02  1.3851E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.1168E-02  1.3851E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.1168E-02  1.3851E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.1099E-01 -7.2844E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1099E-01 -7.2844E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1099E-01 -7.2844E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1099E-01 -7.2844E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1099E-01 -7.2844E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1099E-01 -7.2844E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1099E-01 -7.2844E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1099E-01 -7.2844E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1099E-01 -7.2844E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.1099E-01 -7.2844E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.1100E-02 -7.0684E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.1100E-02 -7.0684E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.1100E-02 -7.0684E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.1100E-02 -7.0684E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.1100E-02 -7.0684E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.1100E-02 -7.0684E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.1100E-02 -7.0684E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.1100E-02 -7.0684E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.1100E-02 -7.0684E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1843E-01  2.8295E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1843E-01  2.8295E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1843E-01  2.8295E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1843E-01  2.8295E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1843E-01  2.8295E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1843E-01  2.8295E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1843E-01  2.8295E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1843E-01  2.8295E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1137E+00  2.1863E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1137E+00  2.1863E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1137E+00  2.1863E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1137E+00  2.1863E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1137E+00  2.1863E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1137E+00  2.1863E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4521E-01  7.7774E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4521E-01  7.7774E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4521E-01  7.7774E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4521E-01  7.7774E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4521E-01  7.7774E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4521E-01  7.7774E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4521E-01  7.7774E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4521E-01  7.7774E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8077E-01 -5.8109E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8077E-01 -5.8109E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8077E-01 -5.8109E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8077E-01 -5.8109E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8077E-01 -5.8109E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8077E-01 -5.8109E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8077E-01 -5.8109E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8077E-01 -5.8109E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.8077E-01 -5.8109E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5336E-01  8.3029E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5336E-01  8.3029E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5336E-01  8.3029E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5336E-01  8.3029E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.5336E-01  8.3029E-01  0.0000E+00  0.0000E+00
